i,hs2,v
162,29,51.80500185489655
162,30,.1810000045225024
162,31,4699.2001953125
162,32,22.29500094801188
162,33,87.96500154072419
162,34,.4780000001192093
162,38,52.63599915057421
162,39,127.6830005965894
162,40,1.331000057864003
162,42,1288.660961651243
162,44,.0570000018924475
162,48,142.8249967317097
162,49,32.61299959756434
162,54,2.197000112384558
162,57,.0089999996125698
162,58,.5630000047385693
162,60,.0350000001490116
162,61,184.817001757212
162,62,172.3840010541026
162,63,1.552000008523464
162,64,785.3850012030452
162,65,691.6929744868539
162,67,.0020000000949949
162,68,4.07899986859411
162,69,.0540000014007092
162,70,86.64999996125698
162,71,5.79399992513936
162,72,2.061000108718872
162,73,295.7380027075997
162,76,11.42100009322166
162,80,15.72000026702881
162,82,5.009000040357932
162,83,46.35900070320349
162,84,1250.01699108351
162,85,323.4740035915747
162,87,72.28199932072312
162,90,249.4829971137224
162,91,3.013000063132495
162,92,.2300000041723251
162,94,88.68300103908405
162,95,675.4670244182926
162,96,3.09000002394896
162,97,.0370000004768372
166,3,8.294999787583947
166,6,5.098999962210655
166,8,.5199999809265137
166,9,1.360000014305115
166,19,.0040000001899898
166,20,40.15299987792969
166,21,79.24099731445313
166,22,.9110000133514404
166,25,5.270999908447266
166,28,20.4680004119873
166,29,33.30699970945716
166,30,173.4280073642731
166,32,3.531999945640564
166,33,20.42799958959222
166,34,7.308000045828521
166,35,27.89399909973145
166,38,1.39999995008111
166,39,46.79900054447353
166,40,287.2029969862197
166,42,15.25800010468811
166,44,24.64799903333187
166,48,124.0900000818074
166,49,6.809999972581863
166,58,.0020000000949949
166,59,3.348999977111816
166,60,.003000000026077
166,61,26.17299957573414
166,62,431.6499939520145
166,63,18.23400001367554
166,64,24.37999974191189
166,65,1.301000043749809
166,66,.1429999973624945
166,67,6.643000058364123
166,68,.5839999914169312
166,69,.1289999932050705
166,70,.0979999983683228
166,71,6.736999831860885
166,72,42.24599957466125
166,73,140.8440035376698
166,74,21.12999922037125
166,76,3.885999958962202
166,82,53.28500024229288
166,83,16.42400034307502
166,84,1103.071994044352
166,85,598.1020020352444
166,87,189.5040016816929
166,88,3.449000120162964
166,90,185.400003447663
166,92,1.514000028371811
166,94,61.36400038562715
166,95,46.27500044927001
166,96,78.21200068097096
170,1,206675.7001711912
170,2,119493.850491344
170,3,168146.3439571131
170,4,58210.16500618472
170,5,58930.5106279254
170,6,2352110.427427797
170,7,47811.93954460847
170,8,2434272.092073505
170,9,3725287.175704569
170,10,3039.063005570322
170,11,78402.49927243858
170,12,52176.30868369923
170,13,4630.882009272813
170,14,1901.567060864065
170,15,709063.0346988491
170,16,100288.7434246854
170,17,738841.2252973036
170,18,266615.5290170502
170,19,237693.4817446424
170,20,225950.1533106455
170,21,560366.3999467379
170,22,112658.4447659703
170,23,82598.98863372346
170,24,8103.737926968373
170,25,158043.5307471666
170,26,397479.346944076
170,27,24220822.48966272
170,28,173535.851236038
170,29,223489.4462472319
170,30,511163.0732335916
170,31,77098.58028983208
170,32,158004.8324162584
170,33,891192.6333056169
170,34,352152.5034383591
170,35,74638.46383303788
170,36,420.1460093781352
170,37,798.0790054295212
170,38,662092.5358527334
170,39,1783074.760168451
170,40,114891.1760802051
170,41,35858.3531327555
170,42,48433.43168585678
170,43,5330.721070230007
170,44,61196.45481422124
170,45,209.1659963056445
170,46,3109.512995916186
170,47,2193.440020884387
170,48,581667.7298764171
170,49,60173.42445607565
170,50,27.73300095833838
170,51,51.38999998138752
170,52,12113.90096459666
170,53,1068.427996718325
170,54,67723.06425862445
170,55,10492.60095138918
170,56,30109.84177625761
170,57,9687.149839692516
170,58,10978.97594907775
170,59,36733.77332044311
170,60,65356.59799030167
170,61,211171.3158981677
170,62,253938.6606775724
170,63,101546.3443666324
170,64,44425.60126119992
170,65,19603.47074445791
170,66,987.8939962773584
170,67,188.2910009255866
170,68,81641.85661902023
170,69,112911.0279970351
170,70,148986.2207737796
170,71,4260449.79897886
170,72,662711.8621456292
170,73,364229.7212732934
170,74,408602.4742327949
170,75,4935.253019291442
170,76,840743.7884580595
170,78,8398.766019567847
170,79,961.3529775589705
170,80,98.52499914355576
170,81,3837.720918900799
170,82,74587.44275155652
170,83,54815.16224652668
170,84,706464.3555194378
170,85,1062888.778947774
170,86,1894.655031101778
170,87,495899.0714480642
170,88,40574.4129211948
170,89,20893.11207710207
170,90,155041.3192089491
170,91,4839.798033256666
170,92,323.7369991473388
170,93,7999.350939828902
170,94,180242.66343586
170,95,27899.57113268482
170,96,56521.60798067111
170,97,35866.95504072809
174,3,18.47999954223633
174,7,.0980000011622906
174,8,.7459999844431877
174,9,24034.48671121616
174,10,11.48300042003393
174,11,.5580000281333923
174,12,2.062000054866076
174,15,.0789999975822866
174,17,63.92400062084198
174,19,.4699999988079071
174,20,1.958999989554286
174,21,1.580000011250377
174,22,22.41100060939789
174,27,1.074999984353781
174,28,.0970000028610229
174,29,33.41000001411885
174,30,87.29199952818453
174,31,.0719999969005585
174,33,7061.559896822087
174,34,.0709999985992908
174,38,.1019999980926514
174,39,5.266999906860292
174,40,10.79500043299049
174,41,.4000000059604645
174,42,10.57399997860193
174,44,223.2019964680076
174,47,.0049999998882413
174,48,.1260000020265579
174,49,4.442000143229961
174,52,.4169999957084656
174,54,.3779999911785126
174,56,.1729999929666519
174,57,.1550000021234155
174,58,.090999998152256
174,59,.2310000061988831
174,60,.0540000014007092
174,61,565.5660051596351
174,62,112.9270001892
174,63,83.50400229543447
174,64,10.77800008375198
174,65,1.276000015437603
174,66,.0610000006854534
174,67,.0560000017285347
174,68,5.820000018924475
174,69,.8059999942779541
174,70,34.93800067901611
174,71,1.814000055193901
174,72,1674.010045289993
174,73,46.02899928577244
174,74,763.0400161743164
174,76,377.3250052407384
174,81,.4749999940395355
174,82,4.713999949395657
174,83,56.29800047911704
174,84,138.5090001521166
174,85,1359.790005294024
174,87,41.9109994265018
174,88,39.42800140380859
174,89,12853.70402354002
174,90,130.0699983481318
174,92,.8830000162124634
174,94,16.382000150159
174,95,2.218999978154898
174,96,.2670000046491623
174,97,6.036999866366386
178,1,474.9900112198666
178,2,1071.944997228682
178,3,4545.336067216471
178,4,23.1420005261898
178,5,.1689999997615814
178,6,.3139999955892563
178,7,462.7260129326023
178,8,595.1229996904731
178,9,26298.99787720572
178,10,1251.37701367191
178,11,929.4130184464157
178,12,1804.800986688351
178,13,833.2839780319482
178,14,4.101000070571899
178,15,3175.32093618717
178,16,10.53900003433228
178,17,1.770999982720241
178,18,90498.4458096372
178,19,17.85400075092912
178,20,1327.183992555365
178,21,27.0019992403686
178,22,42.11399993207306
178,23,5428.021937129437
178,24,33.10599898546934
178,25,4562.470068895607
178,26,184939.8052268662
178,27,5899774.138249831
178,28,82.06000129692256
178,29,497.1730040460825
178,30,290.4820028059185
178,31,.786000020802021
178,32,32.93900021538138
178,33,422.9699949383503
178,34,32.63700060825795
178,35,9.962999970652163
178,36,6.410999774932861
178,37,.0489999987185001
178,38,245.9410090815509
178,39,261.3960007043788
178,40,1651.963014475768
178,42,19.14499960560352
178,44,290404.2883090163
178,46,.5460000149905682
178,47,12.64799976348877
178,48,9.415999863878824
178,49,1229.183993214276
178,51,.0130000002682209
178,52,20.20499946922064
178,53,2.115000031888485
178,54,21.76099993847311
178,55,.1559999957680702
178,56,922.6930008949712
178,57,7.08700005710125
178,58,21.38900050893426
178,59,51.5759992217645
178,60,27.10599962621927
178,61,47.63400069135241
178,62,73.9439989363309
178,63,175.7560020618839
178,64,29.65000013075769
178,65,1.383999996818602
178,66,.0270000004675239
178,67,18.02099971380085
178,68,70.71399959549308
178,69,2.21600005030632
178,70,179.8470008000731
178,71,36168.75810062862
178,72,24970.24238894507
178,73,1333.385986995883
178,74,1879898.849247769
178,75,67.05999946594238
178,76,13582.73537681624
178,78,3603.35498046875
178,79,8127.887015759945
178,80,3734.028991699219
178,81,29542.16796875
178,82,102.7669989247806
178,83,50.58499965071678
178,84,8448.380938142072
178,85,3484.288931031013
178,86,73.57499688863754
178,87,685.4979930703994
178,88,18.13299997150898
178,89,57.52000004798174
178,90,1647.142993738409
178,91,428.5679980441928
178,92,13.74299997463822
178,94,166.6490009659901
178,95,17.7880001446465
178,96,34.12800030026119
178,97,2949.306979300454
180,1,478.8109907954931
180,2,1.182000011205673
180,3,1544.717018956318
180,4,12.91999981447589
180,5,1.307000027853064
180,6,181.7759999409318
180,7,1460.073009094223
180,8,373.76901157666
180,9,28894.76566538285
180,10,15.81400000385474
180,11,769.1930001312867
180,12,12627.89677045948
180,13,1368.361990592908
180,14,.9359999746084213
180,15,3127.175922089256
180,16,3.090000092517585
180,17,24.71499981731176
180,18,351362.9969251128
180,19,308.402007363271
180,20,3113.70095870737
180,21,64.23399951285683
180,22,140.2460004147142
180,23,20270.24595996866
180,24,42.44999931380153
180,25,2112.520954656182
180,26,3862971.484383566
180,27,628216.9047982169
180,28,223591.4378932207
180,29,2811.514971656608
180,30,82.77100003964733
180,31,1.152000050991774
180,32,15.41000021994114
180,33,2247.493988368195
180,34,312.3989996394375
180,35,10.67900040280074
180,37,22.69499976933002
180,38,101.8760001648916
180,39,413.1859986712225
180,40,11968.76615775737
180,41,72
180,42,16.77999986615032
180,43,.2820000052452087
180,44,125891.3101427488
180,45,.1080000009387732
180,46,23.70900082588196
180,47,.0209999994840473
180,48,177.1669967219932
180,49,3294.817949446733
180,50,.239999994635582
180,52,42.57800060324371
180,54,1.96200001006946
180,55,193.2519989088178
180,56,6.544999983161688
180,57,1.006000004708767
180,58,36.18799842614681
180,59,5.760000044479966
180,60,2.846000008285046
180,61,97.65600016026292
180,62,97.88499876204878
180,63,347.3670044676401
180,64,48.20500051043928
180,65,3.115000000922009
180,66,.0299999993294477
180,67,99.66900060512125
180,68,117.3370018312708
180,69,146.9299926180393
180,70,152.6080008437857
180,71,528020.1978257629
180,72,9338.992915978655
180,73,126.2779992118012
180,74,20679175.3002753
180,75,6514.5439453125
180,76,8864.637768673711
180,78,267.5560026168823
180,79,2859.904953047633
180,80,4536.529091306031
180,81,3050697.2465625
180,82,51.93099985434674
180,83,10.33400009991601
180,84,5137.624027315993
180,85,2774.93397641019
180,86,121.2030015494674
180,87,959.1930119208992
180,88,2510.432916402817
180,89,87.28300094604492
180,90,1524.618000166025
180,91,.5320000126957893
180,92,18.14199959486723
180,93,.2599999904632568
180,94,318.207992175594
180,95,98.49599965754896
180,96,46.95800023316406
180,97,3512.780984885874
184,2,.2230000048875809
184,3,18276.12905859947
184,4,.2090000063180923
184,5,.1920000016689301
184,6,.2080000042915344
184,7,4.408000051043928
184,8,69.62099871318787
184,9,.0929999994114041
184,11,.0099999997764826
184,12,.3919999897480011
184,15,.2089999951422215
184,16,.2860000021755695
184,18,.0240000002086163
184,19,.3810000047087669
184,20,49.91000131564215
184,21,.1359999962151051
184,22,.1070000007748604
184,25,.1439999998547137
184,26,1.422999961185269
184,27,.2429999932646751
184,28,.3260000050067902
184,29,6.209000022150576
184,30,5.543000221252441
184,32,12.7260001283139
184,33,4.043000026606023
184,34,1.94099997356534
184,39,11.62600020831451
184,40,45.41300017165486
184,42,6.943000137805939
184,44,8.437999963760376
184,48,5.087000168859959
184,49,21.15700037113857
184,51,.1299999952316284
184,52,5.75100003182888
184,56,63.57800008263439
184,60,.0070000002160668
184,61,557.5769998300821
184,62,104.2249986045063
184,63,2.489000112749636
184,64,3.974999908357859
184,65,.0829999968409538
184,67,.4639999866485596
184,68,.1329999975860119
184,69,12.80800038389862
184,70,66.51399933174253
184,71,112.9579994371161
184,72,83.09799909591675
184,73,181.5590038902592
184,74,.101000003516674
184,76,14.69599962234497
184,82,5.738999986322597
184,83,.1459999978542328
184,84,270.3850010245806
184,85,690.7419880813686
184,86,.5529999732971191
184,87,163.2620006855577
184,88,9.888999819755554
184,89,12850.91794061661
184,90,171.5380007679341
184,91,15.67899990081787
184,93,.135000005364418
184,94,12.86499999091029
184,95,25.82300001941621
184,96,43.65899995155632
184,97,296.9149941744981
188,1,14031.55347262323
188,2,167201.3857721444
188,3,77484.70220693201
188,4,170904.942005834
188,5,10157.27004171535
188,6,177727.7776907953
188,7,310634.1035987686
188,8,3704365.074532904
188,9,439910.9686236614
188,10,11390.85281836195
188,11,22113.23901518225
188,12,35726.2591657337
188,13,3444.162975201732
188,14,2887.554008096457
188,15,256750.6049624849
188,16,93292.57649399899
188,17,153687.5804562031
188,18,24886.93614315265
188,19,225234.5886770117
188,20,542384.7182088564
188,21,1007253.955527139
188,22,127243.5301523119
188,23,87493.51319507626
188,24,8970.038050890435
188,25,15177.66405346862
188,26,654.1619900166988
188,27,4211.951962976716
188,28,28464.71314482088
188,29,17384.73186701804
188,30,237498.0858349111
188,31,38028.26767371409
188,32,140095.4974699877
188,33,100974.9465673927
188,34,62291.00743193785
188,35,19007.71299539891
188,36,24070.92171478271
188,37,341.7660041972995
188,38,218013.878392075
188,39,675940.1960642076
188,40,328454.5358137786
188,41,6989.171218536212
188,42,15626.56437688542
188,43,149.5830070972443
188,44,44719.023606756
188,45,8.476999916136265
188,46,1.692000060342252
188,47,18430.28400386265
188,48,240360.3074290203
188,49,9390.496969564818
188,50,.1129999980330467
188,51,1.252999976277351
188,52,101401.7432912964
188,53,2052.527953427285
188,54,15503.25273549848
188,55,2960.344009496854
188,56,4365.272033548681
188,57,77.23899887269363
188,58,1477.286034717574
188,59,26742.730597332
188,60,313.9739981042221
188,61,38117.10094939801
188,62,7053.409983059042
188,63,9061.516019965406
188,64,1150.774997564033
188,65,235.370001088595
188,66,306.5139997643419
188,67,78.28199986286927
188,68,33758.50807574671
188,69,4717.7210197557
188,70,130176.3023523749
188,71,162172.5408999939
188,72,245505.6630886242
188,73,171030.4739433302
188,74,30600.85994832998
188,75,41454.85414009285
188,76,79841.19154239376
188,78,18699.62295447197
188,79,595.1099932640791
188,80,427.7730058366433
188,81,6707.419241474941
188,82,4363.264981389279
188,83,29404.56014388113
188,84,451457.2568962247
188,85,4815251.238396216
188,86,1551.534995749593
188,87,34506.4709669376
188,88,15801.62566396035
188,89,3876.792006015778
188,90,10266392.29119288
188,91,1047.725011892151
188,92,85.33199956733733
188,93,8.520000014454126
188,94,51516.95401203888
188,95,46840.02105951321
188,96,2407.013008253998
188,97,1212.318996626651
191,1,212412.0601849444
191,2,126128.1959435425
191,3,271610.0640821607
191,4,136911.1490577427
191,5,9534.618951593409
191,6,5238.265037596691
191,7,83404.55882693734
191,8,95131.13563266024
191,9,27637.58392156719
191,10,347406.4690534225
191,11,30510.34686762351
191,12,210721.5967104288
191,13,2022.071005175007
191,14,416.7730114569422
191,15,123031.6161761769
191,16,173658.5022295872
191,17,67626.26766093005
191,18,317052.9016895456
191,19,291451.7639799054
191,20,93972.67092803435
191,21,312709.9008620109
191,22,268012.7831853348
191,23,115099.7156849417
191,24,240055.582112176
191,25,328364.98341198
191,26,23384.3594402055
191,27,1929837.980111558
191,28,57738.45121177472
191,29,200296.8480917643
191,30,1337364.471924642
191,31,81953.73602076271
191,32,76030.42154320853
191,33,333160.3771746656
191,34,83547.74178289715
191,35,9030.260992728523
191,36,27809.52909088193
191,37,3495.356019037543
191,38,339016.2080525053
191,39,685547.5925766471
191,40,104360.2565815515
191,41,46145.23798915267
191,42,79692.45229227794
191,43,4180.910988211632
191,44,1127085.518996769
191,45,283.701007766882
191,46,390.976997821359
191,47,53252.47971017566
191,48,419758.5841869981
191,49,61353.7611851946
191,50,39.10999940568581
191,51,3945.294019386638
191,52,13389.93902200204
191,53,934.594982843264
191,54,34294.54901359684
191,55,37339.20895501098
191,56,27380.06298625655
191,57,1979.800999571453
191,58,13041.08398097998
191,59,13258.65307775757
191,60,22740.35922199546
191,61,619882.8570225399
191,62,244719.9693598354
191,63,43207.4022375833
191,64,336288.5607337421
191,65,30196.38578365627
191,66,14790.30386931216
191,67,1587.402984110638
191,68,209919.8705265948
191,69,50775.32229562209
191,70,395912.2825060324
191,71,172094.0969542264
191,72,360255.8650049018
191,73,642748.9663716414
191,74,124373.6842895783
191,75,2418.480973549187
191,76,761028.0520845545
191,78,17335.79952318897
191,79,2658.471996249864
191,80,452.1059964753222
191,81,10004.7538082283
191,82,28890.34888674435
191,83,53929.62894262618
191,84,1907299.516251734
191,85,2357640.196280714
191,86,358004.512996515
191,87,963999.2259755232
191,88,127267.9676324539
191,89,561299.265138165
191,90,255178.0438824139
191,91,18430.87308775866
191,92,10846.860058074
191,93,195155.2117985527
191,94,548940.149463803
191,95,45988.66882235347
191,96,54117.87458072917
191,97,4183.352038881043
192,1,108.3060012812493
192,2,64.34100341796875
192,3,54712.19546444528
192,4,13837.93930247054
192,5,249.5569938961416
192,6,.0160000007599592
192,7,295.3999928832054
192,8,120.3759984914213
192,9,4933.918034992996
192,10,37.72200012207031
192,12,3.216999977827072
192,13,310.735013961792
192,15,738.2090085446835
192,16,803.7910208702087
192,17,288.5290003605187
192,18,6230.475935768336
192,19,14.31599967926741
192,20,737.8789889342152
192,21,2267.560881063342
192,22,75356.33051823918
192,23,.0299999993294477
192,24,428255.9498213958
192,25,2915.50901709497
192,26,162468.7616259083
192,27,9952.854905390181
192,28,3287.254990577698
192,29,2.202999964356422
192,30,14228.8120271822
192,31,72.61400131881237
192,32,1.240999974310398
192,33,203.2240016232245
192,34,70.30600140418392
192,35,.1579999960958958
192,36,83.68499954044819
192,37,3.073999881744385
192,38,1625.395044701174
192,39,219.3079980094917
192,40,170.3320026368601
192,41,552.1189856529236
192,42,57.03399938577786
192,44,49125.08634130657
192,46,.1280000060796738
192,47,96.89399719238281
192,48,19.94399977731518
192,49,132.0650022377959
192,54,.3759999871253967
192,56,9.860000159591436
192,57,1.685000017285347
192,58,11.77000045776367
192,59,6.297999858856201
192,60,.3140000104904175
192,61,132.7880004391773
192,62,227.9109989358112
192,63,339.7769999804441
192,64,37.23499910673127
192,65,.2229999988339841
192,66,.0149999996647239
192,67,.0199999995529652
192,68,3.421000003814697
192,69,33.99899970914703
192,70,66.5050001591444
192,71,2518.322963436833
192,72,4318.013084888458
192,73,333.9910011608154
192,74,24307.48507020576
192,75,97363.9541015625
192,76,14006.10356784612
192,78,569.9939919132739
192,79,17.54800033569336
192,82,178.3810045085847
192,83,2.200999950058758
192,84,1997.433036611183
192,85,1026.928997516399
192,86,4.164999961853027
192,87,744.8970015253872
192,88,35.71200037002563
192,89,.0370000004768372
192,90,435.3009942406788
192,91,80.48300019279122
192,92,12.30499978363514
192,94,108.9839977286756
192,95,50.08100197743624
192,96,10.80199977802113
192,97,8332.746907567605
196,1,4730.341011633398
196,2,32875.75188128313
196,3,63910.12621342123
196,4,439125.0676921603
196,5,6785.06600309012
196,6,761.2410019868985
196,7,59998.31272631849
196,8,31925.69086344505
196,9,22668.53785170894
196,10,11330.40578564233
196,11,4057.901007282897
196,12,6402.822073461255
196,13,5462.846076722024
196,14,162.0549998879433
196,15,28056.40027604531
196,16,2300.125971755246
196,17,4083.578962606378
196,18,1513.837022148538
196,19,11073.45007250481
196,20,78808.74880596902
196,21,51807.64651414147
196,22,79586.00508737355
196,23,60808.59011243237
196,24,50476.89413411869
196,25,77485.62318034691
196,26,21605.27235337708
196,27,1410497.059796907
196,28,10266.78205129399
196,29,28009.03124032984
196,30,557456.5213395956
196,31,3506.220887388568
196,32,12978.1917492355
196,33,170077.2136763502
196,34,11772.40394832601
196,35,2251.071031332365
196,36,1631.995006756857
196,37,216.5489991727518
196,38,14490.23092823103
196,39,58140.59813093184
196,40,4814.414005896775
196,41,3320.791028937208
196,42,4776.207043683855
196,43,7880.464010901633
196,44,5388.616038753651
196,45,.6829999906476587
196,46,64.54500052332878
196,47,15612.51409545145
196,48,11819.10598131863
196,49,1119.489993164199
196,50,176.0769975278527
196,51,159.1659996019443
196,52,170.0889989302959
196,53,15.48599966149777
196,54,355.3510036265943
196,55,193.7999983463669
196,56,281.533003545017
196,57,207.5979978994001
196,58,153.8570008578245
196,59,100.083999694325
196,60,84.68900157255121
196,61,14397.09095298022
196,62,13816.80699614668
196,63,8327.566138613154
196,64,14543.45894734259
196,65,695.4989961732645
196,66,9.238999838009477
196,67,1925.712036299868
196,68,2226.314987216727
196,69,1338.485984111554
196,70,1465.499999033054
196,71,40396.69648261508
196,72,44151.66129446449
196,73,24607.12421445071
196,74,32822.36015668837
196,75,2.37599997385405
196,76,31290.77997452952
196,78,1626.223999943351
196,79,219.0229993171524
196,80,.0059999999357387
196,81,91.2019988510292
196,82,6063.256052270066
196,83,4213.668049268657
196,84,175457.1592040533
196,85,324093.3550685717
196,86,2136.862013107166
196,87,43144.31204866886
196,88,90414.17062650807
196,89,951856.9116895059
196,90,67421.98602106108
196,91,20141.83097364672
196,92,135.4989995707292
196,93,20715.4399420463
196,94,26496.35799941374
196,95,5554.336981027969
196,96,5889.26001489826
196,97,2624.607975371066
203,1,504618.6615696992
203,2,285884.0022923743
203,3,176689.3211634194
203,4,1410303.831939381
203,5,56963.5088669461
203,6,43964.40564742498
203,7,143589.320436658
203,8,152208.5364043505
203,9,214846.8261050293
203,10,1175497.262520475
203,11,177515.516063035
203,12,467070.7722175156
203,13,90826.15330730192
203,14,5774.08100499562
203,15,552033.2653712959
203,16,391200.8880769215
203,17,597227.4596543784
203,18,346658.5287803521
203,19,1195023.991895138
203,20,222876.7339925959
203,21,1047824.322857234
203,22,948906.8440574311
203,23,1386326.400128054
203,24,1504592.16471597
203,25,279399.1672934841
203,26,38504.37423206994
203,27,4225230.356527647
203,28,759359.6353307368
203,29,1308214.334762983
203,30,3840503.906904609
203,31,191845.5013046714
203,32,557284.926783285
203,33,1489939.545044894
203,34,1068123.54884313
203,35,84379.60780557059
203,36,348686.7809457076
203,37,31614.80876634526
203,38,1512769.312850422
203,39,7161871.965076425
203,40,4743718.971448084
203,41,27328.50913312286
203,42,328793.6988424736
203,43,3319.305001734523
203,44,2065766.491360866
203,45,2505.934961970663
203,46,1925.321000633994
203,47,495835.8438476631
203,48,3612843.738278561
203,49,653055.2134531332
203,50,363.9160063756863
203,51,280925.8868777873
203,52,102591.0777965488
203,53,13803.5689058837
203,54,244666.575060942
203,55,144612.4278239723
203,56,507029.2254216806
203,57,93187.81249555864
203,58,49356.05198453832
203,59,357257.4017228017
203,60,64981.68896978663
203,61,1050094.231611701
203,62,803042.0666052888
203,63,521284.8048579813
203,64,623478.2643452423
203,65,83781.27493749687
203,66,19423.1837874091
203,67,18542.37827186147
203,68,855467.1877593084
203,69,578423.8883143896
203,70,2035013.45037308
203,71,646914.9911998925
203,72,3919917.860944602
203,73,6601801.739558852
203,74,766776.3868303706
203,75,124930.022609183
203,76,2255247.086655277
203,78,149051.3552977371
203,79,39820.28194046533
203,80,11086.62285629148
203,81,148680.5295633951
203,82,945168.7752158447
203,83,1856991.518145838
203,84,40565482.95893837
203,85,38026645.17778589
203,86,1432974.830156002
203,87,52865351.75186308
203,88,689977.4020576809
203,89,16723.88996739173
203,90,7041061.622246103
203,91,85200.6302533627
203,92,47365.59995745332
203,93,639640.1868941239
203,94,5163619.546484789
203,95,3518310.218265084
203,96,479379.4279131419
203,97,64291.87446286716
204,1,845.9479779601097
204,2,.0940000005066395
204,3,134.6110014296137
204,4,2580.600961033255
204,5,.9740000180900097
204,6,190.109998668544
204,7,5357.588949165191
204,8,97907.40756437706
204,9,50.61400045431219
204,10,9564.274917491945
204,11,1060.063001670642
204,12,355811.4334925648
204,13,607.4010295539629
204,14,5237.662000780809
204,15,45741.33325575094
204,16,21.52100028644782
204,17,204.6999938315712
204,18,4.980000095325522
204,19,436.5909996081609
204,20,23435.97592614009
204,21,261.8080004199874
204,22,2367.621961409226
204,23,117322.6186523708
204,24,3.769000053405762
204,25,1377.189004920772
204,26,227.0279998779297
204,27,40723.22326402308
204,28,164.4790032921592
204,29,345.40899808635
204,30,1488.206982516684
204,31,696.035006403923
204,32,756.6100094317226
204,33,189.5430033000885
204,34,1170.468947371934
204,35,.0620000015478581
204,36,1.009999990463257
204,37,16.93099963665009
204,38,150.0230014229892
204,39,1591.775006092968
204,40,176.070999491727
204,41,10435.02914868202
204,42,64.12900031171739
204,43,.3770000003278255
204,44,36713.69821285794
204,46,90.81400175392628
204,47,16.74600028991699
204,48,2266.112943461863
204,49,420.3259985321201
204,50,.042000001296401
204,51,.4850000031292439
204,52,533679.3118288114
204,53,65.12499883119017
204,54,320.5870041809976
204,55,195.894000956323
204,56,3.436999997124076
204,57,13.47700021765195
204,58,8.949000022606924
204,59,1.485999996541068
204,60,.8550000004470348
204,61,3906.510970140109
204,62,313.5689975277055
204,63,2414.134011593414
204,64,292.94999787712
204,65,3.984999949112535
204,66,.492000013589859
204,67,29.94400028605014
204,68,108.9889978549909
204,69,61.76600026234519
204,70,740.4449902493507
204,71,11118.22935632465
204,72,39415.53514729592
204,73,7253.621002354426
204,74,439.0150009468198
204,76,7503.184776075999
204,79,206.1260023713112
204,81,.0480000004172325
204,82,294.8149920812575
204,83,91.59700154466555
204,84,11671.51392887929
204,85,5384.632949968684
204,86,191.6630005836487
204,87,8350.987014344311
204,88,20136.78884468973
204,89,15.16600036621094
204,90,1370.387978782412
204,91,10.32599999883678
204,92,4.394999905489385
204,93,4.331000130623579
204,94,1094.318999954499
204,95,47.98300017393194
204,96,113.3540006818948
204,97,552.3120043239323
208,1,1993622.898890967
208,2,4237288.718865209
208,3,3963855.758175034
208,4,3661555.92393885
208,5,276183.5073325662
208,6,406387.2487302856
208,7,287301.6086064038
208,8,92897.19724348269
208,9,179247.3161660741
208,10,258547.6857030132
208,11,547387.3516039412
208,12,474133.3260752965
208,13,290179.6787380362
208,14,9684.336964113521
208,15,966368.5677040491
208,16,1203194.352114431
208,17,494357.3092995354
208,18,229700.6943389012
208,19,1322600.986928771
208,20,239235.2609584832
208,21,1608022.946801608
208,22,1129728.295511287
208,23,1359079.345392736
208,24,384334.7159752033
208,25,268846.758863425
208,26,29805.36644807342
208,27,6384442.777951366
208,28,269213.2818070117
208,29,2335300.785645401
208,30,18798815.11163177
208,31,65188.90631528583
208,32,538087.1823140422
208,33,806336.514881575
208,34,786253.2786030695
208,35,2798108.389695157
208,36,11938.09011595417
208,37,5322.476938458276
208,38,1854179.273543351
208,39,2870724.484503903
208,40,408445.7103542563
208,41,75397.91403997247
208,42,164419.9293155241
208,43,339471.6192365938
208,44,986956.2327902347
208,45,4425.219075559173
208,46,9051.518973237835
208,47,96185.63828471478
208,48,1089044.124377117
208,49,194387.7360517725
208,50,357.7080032095546
208,51,56257.74297303008
208,52,44637.99048613489
208,53,4865.80102304765
208,54,50604.47957312933
208,55,135980.8771650423
208,56,228418.0100084792
208,57,187309.316274953
208,58,22885.89589440788
208,59,56607.47407431598
208,60,60932.15808958723
208,61,1113800.055339688
208,62,1247589.598930719
208,63,244457.2031545853
208,64,315910.0943524116
208,65,25896.04574185261
208,66,6218.812984616729
208,67,5852.897989440942
208,68,333469.6477951809
208,69,222135.0421812935
208,70,303640.9290044567
208,71,255929.5000467248
208,72,1462244.71362336
208,73,2306895.472378134
208,74,384322.1611341386
208,75,30471.6366645107
208,76,1375536.811551696
208,78,4343.349944216199
208,79,17965.41597451642
208,80,5518.214972423622
208,81,10520.68203084136
208,82,192358.5236089536
208,83,585942.3180961177
208,84,14010989.51474924
208,85,7994700.485085487
208,86,78421.79756464611
208,87,3900928.586958181
208,88,304671.3347704652
208,89,1378444.748468585
208,90,5177056.586380966
208,91,70346.87169876799
208,92,20822.13585111173
208,93,81667.98978029285
208,94,2460185.248178804
208,95,847942.5465707132
208,96,134438.4139758194
208,97,60626.14185345918
212,2,1885.549993872643
212,3,15.61299982666969
212,4,29.66000069864094
212,6,2.616999965161085
212,7,626.657004814595
212,8,1287.270992605947
212,9,169.8419979773462
212,10,.061999998986721
212,11,137.780999019742
212,12,2.617999941110611
